Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,company_txt,job_state,job_at_hq,age,python_yn,R_yn,spark,aws,excel
Data Scientist,$117K-$140K (Glassdoor est.),"It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

Thank you for your interest in NAVEX Global. At this time we are not actively hiring for the Data Scientist role, however, we encourage you to apply and join our Talent Network. We continue to prioritize engaging great people and look forward to learning more about you!

Position Summary:

As a Data Scientist, you will create innovative solutions to solve business problems by using real world solutions for decision making. Designing algorithms that solve business critical problems fo the world’s largest risk and compliance platform, your contributions make a material impact to the business culture. If you want to use cutting-edge machine learning techniques with technoloty that drives crucial decisins, this role is for you.

We Offer You:
An organization that is secure, growing and thriving with a reputation that we are proud to say is absolutely second to none
A workplace experience that is based on our determination to retain you each day and enables you to learn, grow and develop your career, and people dedicated to your success at every level
Competitive pay with benefits that matter, including the time and flexibility to balance the multiple roles you play in life
Access to world’s largest data set in risk and compliance function
What You Will Do:
Analyze large sets of transactional data to understand core domain behavior in the area of Risk and Compliance function
Design, develop, and validate machine learning models, including to deploy, monitor, and maintain models in production.
Statistical modelling
Explore and extract features and patterns to improve model capability
Prototype modeling strategies to train and optimize model performance
Perform link analysis with Users, Cases, Policies and Procedures and Training in an enterprise
Perform time series modeling to predict risk trends
Identify possible problems with data or processes and helps remediate
Extraction, curation and analysis
Data modeling and data transport pipelines to make data available for training and testing models
Drive the determination of technology-driven product features and capabilities
Recommendation on Language and library specification and help establish processes for a growing data science team
What You Will Need:
Background in STEM with 2+ year experience as a data scientist with specialization in machine learning, statistical modeling and optimization
Strong knowledge in predictive modeling, statistics and data science
Experience in machine learning including neural networks, reinforcement learning, adversarial learning, etc.
Desired experience in visualization tools such as ggplot, d3.js and Matplottlib, and Tableau
Proficiency in one or multiple data science programming languages such as R, Python and Spark
Database design and sql queries to extract data
Ability to communicate with both business and technical leaders
Proficiency in collecting and mining data from disparate data sources, and willing to dig deeper and understand the process that creates the data
Ability to prioritize, execute and deliver projects on time
Capability to translate business opportunities into data science problems and define the correct project scope and performance metrics to measure success
Experience working with agile development teams and processes
Experience with change management, process improvement and project management
Ability to build consensus among different groups with competing demands
Experienced planning for the future, keeping abreast of new trends and technologies while managing day-to-day projects
A commitment to do the right things right
NAVEX Global is an equal opportunity employer, including disability/vets.

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",3.3,"NAVEX Global
3.3","Lake Oswego, OR","Lake Oswego, OR",1001 to 5000 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,117,140,128.5,"NAVEX Global
",OR,1,8,1,0,1,0,0
Data Scientist,$117K-$140K (Glassdoor est.),"Description:The coolest jobs on this planet or any other are with Lockheed Martin Space.
At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing men and women are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.

• The Double Eagle II increased its scope to continue defining and utilizing Data Science and Data Visualization practices to optimize and reinvigorate how multiple data sets are analyzed.
• We are looking for a data scientist to grow our existing automation, visualization, and machine learning efforts by enhancing our data analysis and data architecture practices.
• You will support a satellite operations contract where the field of data science is being developed from the ground up.
• You will become one of the first Data Scientists on the contract in order to define new data CONOPS, develop/automate optimized data flows, and utilize Data Science practices in order to revolutionize how the contract operates.
• You can expect to help lead Enterprise outreach and defining requirements to use and analyze data for multiple mission partners and contract leadership. Candidate will help lead and report on product development.
• You will establish working data sets, configurations, and profiles in support of metric analysis.
• You will apply complex analysis of data in support of mission problems, with expertise in problem solving, scripting in multiple languages, as well as the creation and/or implementation of tools and processes that aid in advanced analytics, testing and quality assurance, and DevOps.
• Leverage automation and machine learning to manage data, predict scenarios and make recommendations.
• Contribute to building new analytical tools and packages across the enterprise and will be expected to collaborate with team members in a highly technical environment.
• You will perform outreach to potential new customers to educate them on our available products and how we can leverage our offerings to increase efficiency within their teams.
• Ideal candidate possesses a current TS/SCI clearance though not having one won't discredit you.

Typically has 9 - 15 years of professional experience.

To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking.

Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:
• Medical
• Dental
• 401k
• Paid time off
• Work/life balance
• Career development
• Mentorship opportunities
• Rewards & recognition

Learn more about Lockheed Martins competitive and comprehensive benefits package.

#C19
Basic Qualifications:
Experience using statistical computer languages for data manipulation
Experience with at least 1 of the following coding languages (Python, R, C/C++, Java, JavaScript, SQL)
Excellent written and verbal communication skills
Strong mathematical, computer science, statistical, or analytical background
Desired Skills:
Experience using log file analyzers and visualization tools such as Splunk, Elasticsearch, Logstash, and Kibana (ELK), Tableau, Grafana, Seasborn, gplot, plotly, etc.
Experience creating and using advanced machine learning algorithms and techniques (simulation, scenario analysis, clustering, decision tree learning, artificial neural networks, etc.)
Experience working with and creating data architectures
Experience with scaling data products across distributable computing environments: MapReduce, Hadoop, Hive, Spark, SQL, MongoDB
Software Development Lifecycle (SDLC) experience
Knowledge of Agile programming methodologies
Proficiency with Python's scientific computing and machine learning ecosystem such as NumPy, SciPy, Pandas, Matplotlib, and scikit-learn
Experience developing and integrating data science practices in a classified environment
Experience leading data science or machine learning teams
Possess a current TS/SCI clearance w/poly
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. Theyre dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional",3.8,"Lockheed Martin
3.8","White Sands Missile Range, NM","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon Technologies",117,140,128.5,"Lockheed Martin
",NM,0,25,1,0,1,0,1
Senior Data Scientist,$117K-$140K (Glassdoor est.),"Do you have a head for numbers? Like turning real-world problems into mathematical representations and checking to see if you did it right? If you like that, youll love developing algorithms with us! Our customers have some of the most interesting needs and hardest challenges to resolve. Our solutions require integrated models based on large and varied datasets, feeding analytic applications so that we can extract patterns and behaviors obscured within the data to augment the capabilities of human operators. We need both experienced and aspiring data scientists to work on all stages of the data science pipeline, to include applying existing machine learning software across large hyper-parameter trade spaces, developing new machine learning algorithms and evaluating the best the commercial AI/ML industry has to offer to our problem set.

Why Maxar?
We build advanced algorithms to gain analytic insights from a large range of open source and government data.
We enable machine learning systems, automate workflow, and design and develop custom applications for unique national-security mission.
We operate an end-to-end predictive analytic platform unlike any other within the US Government.
We provide training to expand your skills and challenges to develop them.
Our clients missions are vital to national security, so were mission-first always.
Our work environment is relaxed business casual.
At our core we believe and practice social responsibility.
What would you be doing?
Extracting and transforming data using programming languages such as Java and Python and associated open source data analytics libraries.
Ascertaining unique ways to apply algorithms to derive specific customer data analytic results.
Applying big data analytics tools to large, diverse sets of collection data to assess risk of adverse threat activities.
Extending existing algorithms as required to support customer requirements.
Applying data science methods to create and optimize convolutional neural networks that will perform classification, localization and segmentation of various modalities of remotely-sensed imagery.

Minimum Qualifications:
Must be a US citizen with a current/active TS/SCI and be willing and able to obtain a CI Polygraph.
B.S. in Engineering, Math, Physics, Computer Science or related field.
8 years of professional experience as a Data Scientist.
Experience with at least one of these languages: R, VBA, Java, C++, SQL, Python.

Desired Qualifications:
Graduate experience working with probabilistic and stochastic statistical analysis or computational intelligence.
Experience conducting model feasibility research and algorithm development for machine learning.
Experience with distributed datasets and experience analyzing both relational and NoSQL data structures.
Experience working in an Agile environment, especially SAFe.
Ascertaining unique ways to apply algorithms to derive specific customer specific data analytics results.
Applying big data analytics tools to large, diverse sets of collection data to assess risk of adverse threat activities.
Extending existing algorithms as required to support customer requirements.
Experience implementing algorithms related to machine learning.
Knowledge of technical aspects of ISR systems.
Experience conducting model feasibility research and algorithm development for machine learning.
Experience developing and testing models.
Extracting and transforming data using programming languages such as Java and Python and associated open-source data analytics libraries.
Experience with Data Analytics.
Exceptional oral and written communications.
Organizational skills and excellent attention to detail.
Development experience in a Linux/Unix/Windows environment.
Capability to work effectively in a geographically distributed development team.
Basic systems administration and installation.
Build-test-deploy frameworks (Jenkins, GoCD, etc.).
Containerization platforms (Docker, OpenShift, CloudFoundry, etc.).
Occasional local travel to government sites for customer meetings and demonstrations.

#cjpost",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,117,140,128.5,"Maxar Technologies
",VA,0,-1,1,0,0,0,1
Lead Data Scientist,$117K-$140K (Glassdoor est.),"Applies advanced subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Frequently contributes to the development of new ideas and methods. Works on complex problems where analysis of situations or data requires an in-depth evaluation of multiple factors. Leads and/or provides expertise to functional project teams and may participate in cross-functional initiatives. Acts as an expert providing direction and guidance to process improvements and establishing policies. Frequently represents the organization to external customers/clients. Exercises significant independent judgment within broadly defined policies and practices to determine best method for accomplishing work and achieving objectives. May provide mentoring and guidance to lower level employees.

Responsibilities:
Leads complex data and business analyses to develop business plans, and identifies recommendations and insights.
Works independently to construct highly complex statistical and financial models to forecast business performance; coaches others on model development.
Establishes the metrics required to measure business performance, and develops the process for identifying and addressing performance gaps.
Manages complex, time- sensitive market research projects and prepares synthesized intelligence reports with clear implications.
Leads cross-functional teams across the entire span of business planning activities.
Contributes to priority projects by adding creative insights and developing recommendations.
Partners with business leaders to develop business plans and proactively identify new opportunities.
Develops go-forward business plan recommendations based on potential risks and returns.
Identifies cutting-edge analytical tools, models, and methods for making key business decisions.
Education and Experience Required:
Typically 6-10 years work experience in strategy, planning, operations, finance, or related functional area. Advanced university degree (e.g., MBA) or demonstrable equivalent.

Knowledge and Skills:
Extensive knowledge of research methodology for key business issues.
Excellent analytical thinking, technical analysis, and data manipulation skills.
Ability to leverage new analytical techniques to develop creative approaches to business analysis.
Extensive knowledge and understanding of how to analyse business problems using Excel, Access, statistical analysis, and financial modelling.
Strong business acumen and technical knowledge within area of responsibility.
Excellent verbal and written communication skills.
Very strong project management skills, including leading large, cross-functional initiatives.
Strong relationship management skills, including partnering and consulting.
Developed leadership skills, including team-building, conflict resolution, and management.
Ability to identify emerging trends from market and industry data.
Ability to apply advanced statistical methodologies such as mixed model (random and fixed effects), simultaneous equations, time series based methods (ARIMA, Causal Autoregressive Mixed Models), neural networks, and multinomial discrete choice. Experience developing and implementing machine learning techniques in real time (e.g. API, PMML, Java, C, RPMML).
Advanced hands on experience in Statistical Software (e.g. SAS, R, Python) and big data environments (e.g. cloud (e.g. AWS, Azure), and on-prem (e.g. Hadoop).
Ability to comprehend and apply principles of advanced calculus, machine learning and advanced other statistical theory.
Work effectively in cross-functional teams, having demonstrated strong partnerships with both internal and external business partners and alliances.
Demonstrated ability to collect and organize data, work effectively with complex relational databases, conduct analysis and report on and apply results to actionable insights/recommendations.
Solid data modelling experience is required with proven application in applying Decision Trees, Regression analysis, Neural Network and other data mining techniques, experience with time series and experimental design.",4.1,"HP Inc.
4.1","San Diego, CA","Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,117,140,128.5,"HP Inc.
",CA,0,81,1,0,0,1,1
Data Scientist,$117K-$140K (Glassdoor est.),"Cohere Health is simplifying healthcare for patients, their doctors, and all those who are important in a patient's healthcare experience. Our focus is to enable an efficient, transparent patient journey where patient goals are central to decision-making.

We are a mission-driven and fast-growing company obsessed with eliminating the wasteful friction patients and doctors experience, particularly for diagnoses that require expensive procedures or medications. To that end, we build products and services that ensure the appropriate plan of care is understood and expeditiously approved, so that patients and doctors can focus on health, rather than payment or administrative hassles.

This is a great opportunity for an outstanding data science professional to go in-house at a Series A healthcare technology company and learn what it takes to show the value of our products and services. You will work closely with analytics leadership, product and IT to support decision-making, and will dig into a wide range of strategic, product, and operational problems. The work will be fast-paced and project-based, with evolving needs - requiring scrappiness, flexibility, curiosity, and grace under pressure. Your work will enable Cohere to make the right investments in a critical stage for our company.

This role offers the potential to grow at Cohere in data science, or potentially move to other functions as well. You will contribute to healthcare analytics from the economic and quality perspective, help build an a company, as well as wear many hats. Our team values empowerment and is committed to developing our talent.

What you will do:
Collaborate cross-functionally to design appropriate data-use capabilities across a wide breadth of analytical needs
Use your expertise in healthcare data to develop effective models to improve our product
Partner with Engineering to deliver seamless modeling for product implementation
What you will have:


5-7 years model building and analytical experience at company where using ML/ AI were critical to the mission, preferably a healthcare company or allied health organization
Direct experience partnering with Engineering to deliver the right analytical models to Product
Clear understanding of model building, model maintenance and the measures that optimize models for product use
Excellent communication and collaboration skills
Proficient in R, SQL,Python and other common analytic/ data tools
Strong knowledge of EMR data, SDoH, Claims, NLP use and other important healthcare related data sources
Proficient in current modeling approaches in machine learning and AI such as decision trees and Med2Vec, Patient2vec and other innovative approaches to analyzing data
Master's degree in STEM, public health, finance, economics, or other related field
We can't wait to learn more about you and meet you at Cohere Health!",5.0,"Cohere Health
5.0","Boston, MA","Boston, MA",1 to 50 employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,117,140,128.5,"Cohere Health
",MA,1,1,1,0,0,0,1
Customer Data Scientist,$117K-$140K (Glassdoor est.),"Company Overview

H2O.ai is the open source leader in AI with a mission to democratize AI for everyone. H2O.ai is transforming the use of AI with software with its category-creating visionary open source machine learning platform, H2O. More than 18,000 companies use open-source H2O in mission-critical use cases for Finance, Insurance, Healthcare, Retail, Telco, Sales and Marketing. H2O Driverless AI uses ""AI to do AI"" in order to provide an easier, faster and cost-effective means of implementing data science. H2O.ai partners with leading technology companies such as NVIDIA, IBM, AWS, Intel, Microsoft Azure and Google Cloud Platform and is proud of its growing customer base which includes Capital One, Progressive Insurance, Comcast, Walgreens and MarketAxess. For more information and to learn more about how H2O.ai is driving an AI Transformation, visit www.h2o.ai.

Job Summary:
Can you code proficiently in at least one language used by data scientists and/or data engineers, and does it excite you to learn more?
Are you skilled at predictive modeling?
Do you view communication skills just as important as technical ones?
Can you listen to the needs of your peers and customers and adapt where need be?
Do you have a competitive drive to be the best you can be?
Can you finish what you start?
Can you own assignments given to you?
If the answer is ""yes"" to these questions, you potentially could be an excellent fit to join the team of customer engineering makers at H2O.ai. We deliver world-class solution experiences for our customers and drive revenue for our organization. Some of the technical projects you will work on include: training advanced machine learning models at scale in distributed environments, influencing next generation data science tools and data products, and pioneering ideas and products in new areas, such as machine learning interpretability, automatic machine learning, model management, deployment pipelines, and GPU computing.

Responsibilities and Duties:

As a Customer Data Scientist, you will be part of Customer Success team working closely with sales directors to:
Problem solve and assess technical problems, determine solutions, and work with internal engineering and customer teams to resolve them.
Demonstrate ML solutions with engaging storytelling and technical accuracy.
Architect, Design, and Deliver end to end machine learning workflows and systems from data ingestion to model deployment.
Provide best practices and guidance to customers on machine learning workflows and systems from data ingestion to model deployment.
Own account-related technical activities and relationships.
Translate business use cases and requirements into technical ones.
Communicate effectively to a diverse audience, including: engineers, business people, and executives. Audiences will be large and small, and interactions will be in-person and online.
Drive field feedback back into product development and be very hands-on for all technical activities.
Qualifications and Skills
Bachelor's degree in engineering, computer science, mathematics or a related field. Graduate degree is a plus.
2+ years experience with performing hands on Data Science and Machine Learning
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Visualization skills using R, Python or other languages and frameworks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
2+ years experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets.
2+ year working with data in Hadoop and /or Spark ecosystem
Desirable: Maker mindset, coachable, and have an urge to learn/master new technologies
H2O.ai Perks!
Flexible work hours and time off.
H2O.ai is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, sexual orientation, gender identity, disability or veteran status.

Powered by JazzHR",4.1,"h2o.ai
4.1","Mountain View, CA","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,117,140,128.5,"h2o.ai
",CA,1,9,1,0,1,1,1
Data Scientist / Machine Learning Expert,$96K-$101K (Glassdoor est.),"Posting Title
Data Scientist / Machine Learning Expert

04-Feb-2020

Job ID
288341BR

Job Description
ONE Global Discovery Chemistry Community working across 7 disease areas at the Novartis Institutes for BioMedical Research (NIBR) is seeking a highly talented and motivated Data Scientist to join our Global Discovery Chemistry Department in Cambridge, MA. The successful candidate will join an energizing and collaborative research organization, working alongside colleagues who are committed to improving human health through the discovery of transformative medicines.

We are seeking a unique data scientist with the skills, experience and passion to extract new knowledge and disruptive insights from the large and rich body of data collected by one of the world’s leading pharmaceutical companies. You will be a member of our global Computer-Aided Drug Discovery (CADD) group, an interdisciplinary team of expert molecular modelers, cheminformaticians, and data scientists. Teamed up with domain experts from biology, chemistry and translational medicine, this is a unique opportunity to develop and apply cutting-edge machine learning technologies to uncover insights to real-world drug discovery problems and innovate paths to new medicines.

Your responsibilities include:
•Develop and implement methods for extracting patterns and correlations from both internal and external data sources using machine learning toolkits
•Develop workflows for conducting comparative analysis among Novartis’ diverse data sources as well as generalizing approaches developed in-house or externally.
•Enable open-source solutions for internal use and implement cutting-edge published scientific methods.
•Develop customized machine learning solutions including data querying and knowledge extraction.
•Interact and be part of interdisciplinary project teams to drive effective decision-making by mining and developing predictive models
•Develop new skills in the area of cheminformatics and drug discovery and leverage those to accelerate development of new machine learning algorithms
•Keep ahead of scientific literature and interact with internal and external scientists to integrate novel data science technologies

Minimum requirements
Education:

Advanced degree (M.Sc. or higher) in data science and machine learning, statistics, computer sciences, cheminformatics, mathematics, computational chemistry, computational biology, bioinformatics, or related field.

Minimum experience & skills:

•In-depth experience with modern and classical machine learning methods
•Strong statistical foundation with broad knowledge of supervised and unsupervised techniques
•Programming experience (preferred Python, R, C++) preferably in Linux and high-performance computing environments
•Good listener - strong, concise, and consistent written and oral communication
•Talent for communicating stories through data visualizations
•Proven ability to collaborate with others
•A passion for tackling challenging problems and developing creative solutions
•A drive for self-development with a focus on scientific know-how

Additional qualifications that will help in the role:
•Demonstrated impact using machine learning libraries, such as scikit-learn, PyTorch or similar in a cheminformatics context
•Hands on experience with data analysis software such as Spotfire, R-shiny or similar
•Working experience with open-source cheminformatics toolkits such as RDKit
•Working experience with source-code management systems such as Git/github/bitbucket
•Familiar with the foundational concepts in molecular biology, pharmacology or medicine. Working knowledge of medicinal chemistry and drug discovery is a plus

Why consider Novartis?

750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

We are Novartis. Join us and help us reimagine medicine.

Job Type
Full Time

Country
USA

Work Location
Cambridge, MA

Functional Area
Research & Development

Division
NIBR

Business Unit
Global Discovery Chemistry

Employment Type
Regular

Company/Legal Entity
NIBRI

EEO Statement
The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status.

Shift Work
No",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,96,101,98.5,"Novartis
",MA,0,24,1,0,0,0,0
Data Scientist,$96K-$101K (Glassdoor est.),"Job Description


Avlino Inc. is seeking experienced data scientists to join our growing team
of AI engineers, analysts, and quantitative developers. The role involves
model construction, information extraction, prediction and finding solutions
to large-scale problems for mission critical applications using large
derived from a broad spectrum of domains for industry specific sectors. The
ideal candidate will have comprehensive expertise in machine learning,
time-series analysis modeling, statistical data analysis, and deep neural
networks. Experience with dynamic programming and reinforcement learning is
a plus.

Demonstrate your experience in creating real-world artificial intelligence
applications using pulsing customer data sets!

This is a great opportunity for an experienced Data Scientist with 4+ years
of relevant experience to work in a fast-paced environment where they can
share their passion for numbers and AI.

Responsibilities
Develop, implement, and use a broad set of machine-learning models and
quantitative techniques for prediction and classification for mission
critical applications.
To find problems in industrial and service sector applications.
Strong background in numerical techniques, optimization, and gradient
methods.
Development of new machine learning algorithms and/or substantial
modification of pre-existing techniques.
Analysis of high-volume, noisy, heterogeneous real-time data.
Collaborate with business analysts to transform customer needs into
actionable insights.
Design custom end user reports that are easy to read and interpret for
multiple business unit audiences.
Architect the next generation analytical platform.
Capable of de novo implementation of mathematical models, or to avail
widely used open source programming platforms and libraries (Scala, R,
python, TensorFlow).

Requirements
MUST: Solid 5 years of experience in machine learning, statistical
modeling, data mining, time-series forecasting, and neural networks.
MUST: Solid 5 years of experience working with big data technologies
distributed computing such as Hadoop/Spark, Map/Reduce, TensorFlow.
MUST: Solid 5 years of experience in multiple programming languages –
C#/.NET, C++, C, Scala, Python, R, Java.
Experience in developing or implementing enterprise class Data Analytics
and BI solutions.
Extremely analytical and able to solve problems independently.
Assesses customer requirements and translate them to appropriate
deliverables.
MUST: Have an analytical mind, and on point with detailed specifics.
MUST: Education: MS/Ph.D. (Preferred) in Computer Science, Physics, or a
related discipline.
PLUS: Experience in the logistics or transportation industry.",4.9,"Avlino
4.9",New Jersey,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,96,101,98.5,"Avlino
",New Jersey,0,7,1,0,1,0,0
Data Scientist,$96K-$101K (Glassdoor est.),"The Opportunity

Eversight is the recognized leader in AI-powered price and promotions. Eversight's proprietary cloud-based SaaS solution brings AI and continuous experimentation to consumer brands and retailers. Our software acts as a coach, enabling market leaders to transform pricing and promotion strategy for the $3.4 trillion spent in consumer goods retail using intelligent, real-time data and insights.

Reporting directly to the Head of Data Science, you will be at the center of what determines Eversight's success as a company. You will analyze the data and develop production code using the newest Data Science and Machine Learning techniques to determine the optimal prices and promotions for major product manufacturers and retailers that sell these products.

Responsibilities
Research, implement and modify modern Data Science techniques. More specifically:
Build Statistical and Machine Learning models that describe the impact of prices and promotions on shopper behavior, including behavioral pricing effects. You'll need to find middle ground between using flexible modern AI methods and proven classical methods.
Develop Optimization and Experiment Design systems, which determine the best prices to set for each product in each store each week. Finding a good balance on the exploration-exploitation tradeoff will be crucial.
Design and run pricing experiments across hundreds of stores and tens of thousands of products
Create model validation methods to make sure that our models are accurate and to quantify the impact of our solutions on the clients' bottom line
Work with Product Management to generate ideas and quickly turn them into efficient, well-tested, functioning code (we mostly use Python)
Partner with the Engineering team to create highly scalable solutions
Serve as Data Science expert both within Eversight and for our clients
Lead custom analyses and connect them to actionable Business and Product insights
Help prioritize new feature development by assessing potential impact
Be a go-to resource for science-related questions about the product
Behavioral Profile
Analytical, framework thinker
Comfortable in a fast-paced environment
Highly collaborative
Strong at translating Data Science concepts to non-technical audiences
Business focused; measures work in its contributions to business outcomes and prioritizes effort against deliverables accordingly
Skills and Experience
M.S. in Operations Research, Machine Learning, Statistics, Mathematics, Engineering, Economics, Computer Science or relevant quantitative field
2+ years of experience in Data Science or Machine Learning. Ph.D. experience accepted
Elite ability in : Linear Algebra, Hypothesis Testing, Bayesian Methods, Regressions, Calculus, Maximum Likelihood Estimation
Experience in Machine Learning methods: Neural Networks (Deep Learning, Embeddings, Sequence Modeling, CNN), Tree-based methods (GBDT, Random Forest), Regressions (Linear, GLM), Regularization Methods (L1/L2 penalties, Feature Selection, Dimensionality Reduction)
Experience in A/B testing and Design of Experiments preferred
Demand Modeling, Pricing, and Causal Inference experience preferred but optional
Knowledge of common data structures and ability to write efficient code in Python
Agile experience preferred
Location

Palo Alto, CA

About the Company

Eversight is the recognized leader in AI-powered pricing and promotions. Global brands and retailers rely on the Eversight platform to optimize pricing in response to market conditions and to deliver higher ROI on promotional spend. Eversight's Pricing Suite and Offer Innovation Suite solutions are driving strong margin and sales volume improvements for leading companies such as Coca-Cola, Frito-Lay, Raley's, and Rite Aid. Founded in 2013, Eversight is headquartered in Palo Alto, California, with offices in Chicago and New York.",4.2,"Eversight
4.2","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,96,101,98.5,"Eversight
",CA,1,7,1,0,0,0,0
Sr. Data Scientist,$96K-$101K (Glassdoor est.),"The position

Come join one of the fastest-growing companies in the vacation rental space as a Sr. Data Scientist on our Analytics team! In this position, youd be tasked with advancing our capabilities across a variety of functions including guest and owner acquisition, amenity valuation, and dynamic pricing. Were a tight-knit team of Data Scientists and BI professionals that learn together and are constantly thinking about how machine learning, analytics, and visualization can improve every facet of our business.

Our dream applicant has built high-performing machine learning models, is able to identify and advocate for high-impact opportunities, and is hungry to make a difference. This is your opportunity to work alongside and mentor other talented data professionals in an environment that necessitates professional growth and learning.

What youll get to do
Create and deploy machine learning models and algorithms that increase revenue and operational efficiency.
Identify opportunities to use advanced analytics to solve business challenges.
Build feature sets, enriched with external data when applicable.
Maintain model explainability and present new models in a way that builds trust and understanding across stakeholders.
Monitor model performance and identify opportunities for iterative improvement.
Incorporate a test and learn mentality into model development.
Mentor more junior data professionals and identify opportunities to increase team knowledge and velocity.
A little about you
Bachelors degree in Computer Science, Statistics, or related quantitative field, Masters or PhD preferred.
Proven track record of your deployed models making a business impact and improving over time.
Programming experience with Python and SQL, ideally in a full-stack machine learning setting.
Software development background to be able to create high-quality, reproducible code.
Ability to work in a collaborative environment with a variety of stakeholders.
Experience implementing and enhancing A/B testing frameworks.
A little about us

Evolve makes vacation rental easy for everyone. Our fresh approach to vacation rental management offers homeowners a better way to generate rental income and provides travelers with the industry's best booking experience.

Thanks to a strong work ethic and an unapologetic passion for hospitality, we now support over 10,000 properties in over 500 markets across North America. We enjoy earning each guest and owner's business - all while having some fun along the way.

Values mean more to Evolve than just bullets on a page. They drive our daily decisions and impact how we work as a hospitality company. Which value sounds the most like you?
Earn It
Build Loyalty One Interaction at a Time
Communicate Often, Honestly & Directly
Embrace Change
Stay Hungry & Humble
Care
Be Efficient
Take Risks
Learn Every Day
Have Some Fun Along the Way
Evolve is an equal opportunity employer. We believe that a diverse work environment is a successful work environment so all qualified candidates will be considered for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.

Powered by JazzHR",3.5,"Evolve Vacation Rental
3.5","Denver, CO","Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,-1,96,101,98.5,"Evolve Vacation Rental
",CO,1,9,1,0,0,0,0
